State,District,Market,Market Arrivals (2023),Market Arrivals (2022),% (+/-) WRT(previous year),Market%
Hariyana,Rewari,Rewari,22430.56,25217.75,-11.05%,1.11%
Hariyana,Rohtak,Meham,17600.9,20784.3,-15.32%,0.87%
Hariyana,Rohtak,"New Grain Market , Rohtak",81610.25,81610.25,0%,4.04%
Hariyana,Rohtak,Rohtak,111765.27,113393.71,-1.44%,5.53%
Hariyana,Rohtak,Sampla,4056.12,4052.3,0.09%,0.20%
Hariyana,Sirsa,Dabwali,68926.98,90859.85,-24.14%,3.41%
Hariyana,Sirsa,Ding,16.7,16.7,0%,0.00%
Hariyana,Sirsa,Ellanabad,2279.7,2177.56,4.69%,0.11%
Hariyana,Sirsa,kalanwali,4924.56,5353.88,-8.02%,0.24%
Hariyana,Sirsa,Rania,793.02,814.58,-2.65%,0.04%
Hariyana,Sirsa,Rania(Jiwan nagar),43.22,43.22,0%,0.00%
Hariyana,Sirsa,Sirsa,39557.7,38373.9,3.08%,1.96%
Hariyana,Sonipat,Ganaur,3694.29,3477.19,6.24%,0.18%
Hariyana,Sonipat,Gohana,13750.3,12849.2,7.01%,0.68%
Hariyana,Sonipat,Sonepat,28052.25,27869.6,0.66%,1.39%
Hariyana,Sonipat,Sonepat(Kharkhoda),1647,1238.4,32.99%,0.08%
Hariyana,Yamuna Nagar,Bilaspur,254.52,419.42,-39.32%,0.01%
Hariyana,Yamuna Nagar,Chhachhrauli(Khizrabad),1917.91,1917.91,0%,0.09%
Hariyana,Yamuna Nagar,Chhachrauli,1559.35,1681.01,-7.24%,0.08%
Hariyana,Yamuna Nagar,Jagadhri,22472.41,24535.77,-8.41%,1.11%
Hariyana,Yamuna Nagar,Mustafabad,1648.79,1677.92,-1.74%,0.08%
Hariyana,Yamuna Nagar,Radaur,29465.6,26103.6,12.88%,1.46%
Hariyana,Yamuna Nagar,Sadhaura,6684.64,7574.99,-11.75%,0.33%
Hariyana,Yamuna Nagar,Yamuna Nagar,137566.88,147463.48,-6.71%,6.81%
Himachal Pradesh,Bilaspur,Bilaspur,4385.87,3962.87,10.67%,4.27%
Himachal Pradesh,Bilaspur,Namhol(Bilaspur),0,0.5,0%,0%
Himachal Pradesh,Chamba,Chamba,3043.54,2956.81,2.93%,2.97%
Himachal Pradesh,Hamirpur,Hamirpur,5747.27,5957.31,-3.53%,5.60%
Himachal Pradesh,Hamirpur,Hamirpur(Nadaun),2772.37,3082.61,-10.06%,2.70%
Himachal Pradesh,Kangra,Dharamshala,16.3,16.3,0%,0.02%
Himachal Pradesh,Kangra,Jwalaji,23.94,23.94,0%,0.02%
Himachal Pradesh,Kangra,Kangra,4638.07,4487.27,3.36%,4.52%
Himachal Pradesh,Kangra,Kangra(Baijnath),720.97,733.13,-1.66%,0.70%
Himachal Pradesh,Kangra,Kangra(Jaisinghpur),466.76,431.4,8.20%,0.45%
Himachal Pradesh,Kangra,Kangra(Jassour),5506.5,5481.6,0.45%,5.36%
Himachal Pradesh,Kangra,Kangra(Nagrota Bagwan),714.39,790.14,-9.59%,0.70%
Himachal Pradesh,Kangra,Palampur,4369.45,4099.95,6.57%,4.26%
Himachal Pradesh,Kullu,Bhuntar,4656.1,4560.5,2.10%,4.54%
Himachal Pradesh,Kullu,Kullu,4897.5,4767.6,2.72%,4.77%
Himachal Pradesh,Kullu,Kullu(Chauri Bihal),43.5,39.6,9.85%,0.04%
Himachal Pradesh,Kullu,Kullu(Patli Kuhal),0.2,0.2,0%,0.00%
Himachal Pradesh,Mandi,Chail Chowk,32.64,35.34,-7.64%,0.03%
Himachal Pradesh,Mandi,Dhanotu (Mandi),8801.61,8829.71,-0.32%,8.57%
Himachal Pradesh,Mandi,Mandi(Mandi),9462.5,8380.9,12.91%,9.22%
Himachal Pradesh,Mandi,Mandi(Takoli),486.16,405.46,19.90%,0.47%
Himachal Pradesh,Shimla,Rohroo,254.9,254.9,0%,0.25%
Himachal Pradesh,Shimla,Shimla,10026.9,6815.6,47.12%,9.77%
Himachal Pradesh,Shimla,Shimla and Kinnaur(Nerwa),42.1,42.1,0%,0.04%
Himachal Pradesh,Shimla,Shimla and Kinnaur(Rampur),23.99,23.68,1.31%,0.02%
Himachal Pradesh,Shimla,Shimla and Kinnaur(Theog),41.8,0,0%,0.04%
Himachal Pradesh,Sirmore,Nahan,251.87,210.83,19.47%,0.25%
Himachal Pradesh,Sirmore,Paonta Sahib,2362.12,2468.45,-4.31%,2.30%
Himachal Pradesh,Solan,Solan,13564.21,13300.68,1.98%,13.21%
Himachal Pradesh,Solan,Solan(Banalgi),5.8,5.8,0%,0.01%
Himachal Pradesh,Solan,Solan(Nalagarh),784.24,807.69,-2.90%,0.76%
Himachal Pradesh,Una,Santoshgarah,1.3,1.3,0%,0.00%
Himachal Pradesh,Una,Santoshgarh,2785.09,2792.54,-0.27%,2.71%
Himachal Pradesh,Una,Una,11713.79,11292.39,3.73%,11.41%
Jammu And Kasmir,Anantnag,Ashahipora (Anantnagh),8485.6,6933.4,22.39%,1.34%
Jammu And Kasmir,Anantnag,Kulgam,772.3,559.1,38.13%,0.12%
Jammu And Kasmir,Anantnag,Vessue,0,452,0%,0%
Jammu And Kasmir,Badgam,Zaloosa-Chararishrief (F&V),434.12,434.12,0%,0.07%
Jammu And Kasmir,Baramulla,Kanispora Baramulla (F&V),27,27,0%,0.00%
Jammu And Kasmir,Baramulla,Nowpora,11,11,0%,0.00%
Jammu And Kasmir,Jammu,Akhnoor,3634.9,3452.41,5.29%,0.57%
Jammu And Kasmir,Jammu,Batote,2899.28,2362.81,22.70%,0.46%
Jammu And Kasmir,Jammu,Narwal Jammu (F&V),471741.3,443184.3,6.44%,74.36%
Jammu And Kasmir,Jammu,Samba,5265.02,5329.72,-1.21%,0.83%
Jammu And Kasmir,Kathua,Kathua,10646.85,11130.15,-4.34%,1.68%
Jammu And Kasmir,Kupwara,Bumhama-Kupwara (F&V),205.41,204.91,0.24%,0.03%
Jammu And Kasmir,Pulwama,Pulwama (F&V),3465.7,3465.7,0%,0.55%
Jammu And Kasmir,Pulwama,Shopian,22.4,22.4,0%,0.00%
Jammu And Kasmir,Pulwama,Tral,23.8,23.8,0%,0.00%
Jammu And Kasmir,Rajouri,Rajouri (F&V),2490.8,2749.2,-9.40%,0.39%
Jammu And Kasmir,Srinagar,Parimpore,99267.89,92851.89,6.91%,15.65%
Jammu And Kasmir,Udhampur,Reasi,2952.26,2911.36,1.40%,0.47%
Jammu And Kasmir,Udhampur,Udhampur,22095.22,23324.62,-5.27%,3.48%
Jharkhand,Bokaro,Bermo,2235.9,2235.9,0%,0.83%
Jharkhand,Bokaro,Bokaro (Chas),8522.5,8522.5,0%,3.18%
Jharkhand,Deogarh,Deoghar,8209,9558,-14.11%,3.06%
Jharkhand,Deogarh,Madhupur,2459.96,10630.49,-76.86%,0.92%
Jharkhand,Dhanbad,Dhanbad,301.4,399.4,-24.54%,0.11%
Jharkhand,East Singhbhum,Chakulia,380.5,1630.5,-76.66%,0.14%
Jharkhand,East Singhbhum,Jamshedpur,28772,37111,-22.47%,10.72%
Jharkhand,Garhwa,Gadhwah,4993.6,6862.6,-27.23%,1.86%
Jharkhand,Giridih,Giridih,12052.77,13856.77,-13.02%,4.49%
Jharkhand,Godda,Godda,339,19839,-98.29%,0.13%
Jharkhand,Gumla,Gumla,4511,4843,-6.86%,1.68%
Jharkhand,Hazaribagh,Hazaribagh,9462.76,12751.76,-25.79%,3.53%
Jharkhand,Hazaribagh,Ramgarh,5710.75,6128.75,-6.82%,2.13%
Jharkhand,Jamtara,Jamtara,7573,8485.3,-10.75%,2.82%
Jharkhand,Koderma,Koderma,2517.5,3025,-16.78%,0.94%
Jharkhand,Lohardaga,Lohardaga,4396.01,6736.71,-34.75%,1.64%
Jharkhand,Pakur,Pakur,1109.71,1355.31,-18.12%,0.41%
Jharkhand,Palamu,Daltenganj,0,141,0%,0%
Jharkhand,Ranchi,Khunti,0.4,0.4,0%,0.00%
Jharkhand,Ranchi,Ranchi,150802.82,171033.82,-11.83%,56.19%
Jharkhand,Sahebgang,Sahebganj,3467.9,3946.6,-12.13%,1.29%
Jharkhand,Saraikela(Kharsanwa),Saraikela,40,1982,-97.98%,0.01%
Jharkhand,Simdega,Simdega,2522.35,2830.25,-10.88%,0.94%
Jharkhand,West Singbhum,Chaibasa,7977.8,11722.8,-31.95%,2.97%
Karnataka,Bagalkot,Bagalakot,164111,161951,1.33%,1.12%
Karnataka,Bagalkot,Jamakhandi,19598,35593,-44.94%,0.13%
Karnataka,Bagalkot,Mhalingapur,240,566,-57.60%,0.00%
Karnataka,Bangalore,Bangalore,9778044,9643824,1.39%,66.88%
Karnataka,Bangalore,Channapatana,370,563,-34.28%,0.00%
Karnataka,Bangalore,Doddaballa Pur,4037,3814,5.85%,0.03%
Karnataka,Bangalore,Hoskote,133,133,0%,0.00%
Karnataka,Bangalore,Kanakapura,4512,5741,-21.41%,0.03%
Karnataka,Bangalore,Ramanagara,3329,3238,2.81%,0.02%
Karnataka,Belgaum,Belgaum,1113333,1068387,4.21%,7.62%
Karnataka,Belgaum,Nippani,611,621,-1.61%,0.00%
Karnataka,Belgaum,Ramdurga,99,110,-10.00%,0.00%
Karnataka,Bellary,Bellary,1502,1502,0%,0.01%
Karnataka,Bellary,H.B. Halli,76,76,0%,0.00%
Karnataka,Bellary,Hospet,16542,16663,-0.73%,0.11%
Karnataka,Bidar,Bidar,182,195,-6.67%,0.00%
Karnataka,Bidar,Humanabad,352,304,15.79%,0.00%
Karnataka,Bijapur,Bijapur,130118,129028,0.84%,0.89%
Karnataka,Bijapur,Sindagi,186,196,-5.10%,0.00%
Karnataka,Chamrajnagar,Chamaraj Nagar,10694,13233,-19.19%,0.07%
Karnataka,Chamrajnagar,Gundlupet,34884,42117,-17.17%,0.24%
Karnataka,Chamrajnagar,Kollegal,48,72,-33.33%,0.00%
Karnataka,Chikmagalur,Bagepalli,2390,2099,13.86%,0.02%
Karnataka,Chikmagalur,Chikkamagalore,12114,12998,-6.80%,0.08%
Karnataka,Chikmagalur,Kadur,8470,8908,-4.92%,0.06%
Karnataka,Chikmagalur,Koppa,4,4,0%,0.00%
Karnataka,Chikmagalur,Moodigere,18,26,-30.77%,0.00%
Karnataka,Chikmagalur,Tarikere,6107,6302,-3.09%,0.04%
Karnataka,Chitradurga,Challakere,2,6507,-99.97%,0.00%
Karnataka,Chitradurga,Holalkere,9853,9853,0%,0.07%
Karnataka,Davangere,Davangere,267957,291036,-7.93%,1.83%
Karnataka,Davangere,Harappana Halli,22,32,-31.25%,0.00%
Karnataka,Davangere,Harihara,0,24,0%,0%
Karnataka,Davangere,Honnali,4230,4516,-6.33%,0.03%
Karnataka,Davangere,Jagalur,49,65,-24.62%,0.00%
Karnataka,Dharwad,Annigeri,0,7,0%,0%
Karnataka,Dharwad,Dharwar,629,629,0%,0.00%
Karnataka,Dharwad,Hubli (Amaragol),1621184,1609763,0.71%,11.09%
Karnataka,Gadag,Gadag,174699,176257,-0.88%,1.19%
Karnataka,Hassan,Arakalgud,240,156,53.85%,0.00%
Karnataka,Hassan,Arasikere,7868,8322,-5.46%,0.05%
Karnataka,Hassan,Belur,167,122,36.89%,0.00%
Karnataka,Hassan,Channarayapatna,975,800,21.88%,0.01%
Karnataka,Hassan,Hassan,472393,471643,0.16%,3.23%
Karnataka,Hassan,Holenarsipura,45,45,0%,0.00%
Karnataka,Hassan,Sakaleshpura,14,14,0%,0.00%
Karnataka,Haveri,Haveri,253,265,-4.53%,0.00%
Karnataka,Haveri,Ranebennur,53311,51577,3.36%,0.36%
Karnataka,Kalburgi,Kalburgi,30484,8139,274.54%,0.21%
Karnataka,Karwar(Uttar Kannad),Honnavar,0,10,0%,0%
Karnataka,Karwar(Uttar Kannad),Siddapur,6241.96,6241.96,0%,0.04%
Karnataka,Karwar(Uttar Kannad),Sirsi,11,11,0%,0.00%
Karnataka,Kolar,Bangarpet,6137,5929,3.51%,0.04%
Karnataka,Kolar,Chickkaballapura,25973,23779,9.23%,0.18%
Karnataka,Kolar,Chintamani,6088,5063,20.24%,0.04%
Karnataka,Kolar,Gowribidanoor,2697,2545,5.97%,0.02%
Karnataka,Kolar,Kolar,4368,5102,-14.39%,0.03%
Karnataka,Kolar,Malur,2473,2589,-4.48%,0.02%
Karnataka,Kolar,Mulabagilu,87,164,-46.95%,0.00%
Karnataka,Kolar,Srinivasapur,4255,4361,-2.43%,0.03%
Karnataka,Koppal,Koppal,240,0,0%,0.00%
Karnataka,Madikeri(Kodagu),Gonikappal,45,60,-25.00%,0.00%
Karnataka,Madikeri(Kodagu),Madikeri,13,13,0%,0.00%
Karnataka,Madikeri(Kodagu),Somvarpet,15,10,50.00%,0.00%
Karnataka,Mandya,K.R. Pet,465,428,8.64%,0.00%
Karnataka,Mandya,Mandya,922,791,16.56%,0.01%
Karnataka,Mandya,Nagamangala,3,13,-76.92%,0.00%
Karnataka,Mandya,Srirangapattana,0,10,0%,0%
Karnataka,Mangalore(Dakshin Kannad),Mangalore,3091.4,2983.4,3.62%,0.02%
Karnataka,Mangalore(Dakshin Kannad),Puttur,453,0,0%,0.00%
Karnataka,Mangalore(Dakshin Kannad),Sulya,78,121,-35.54%,0.00%
Karnataka,Mysore,Hunsur,173,173,0%,0.00%
Karnataka,Mysore,K.R.Nagar,17,0,0%,0.00%
Karnataka,Mysore,Mysore (Bandipalya),404660,394102,2.68%,2.77%
Karnataka,Mysore,Nanjangud,1975,1975,0%,0.01%
Karnataka,Mysore,Piriya Pattana,1,1,0%,0.00%
Karnataka,Mysore,T. Narasipura,846,780,8.46%,0.01%
Karnataka,Raichur,Raichur,159641,165267,-3.40%,1.09%
Karnataka,Raichur,Sindhanur,18,18,0%,0.00%
Karnataka,Shimoga,Bhadravathi,295,326,-9.51%,0.00%
Karnataka,Shimoga,Sagar,588.6,588.6,0%,0.00%
Karnataka,Shimoga,Shikaripura,0,20,0%,0%
Karnataka,Shimoga,Shimoga,12377,9464,30.78%,0.08%
Karnataka,Shimoga,Thirthahalli,51,51,0%,0.00%
Karnataka,Tumkur,Gubbi,8,8,0%,0.00%
Karnataka,Tumkur,Kunigal,10,10,0%,0.00%
Karnataka,Tumkur,Madhugiri,27,80,-66.25%,0.00%
Karnataka,Tumkur,Pavagada,8,71,-88.73%,0.00%
Karnataka,Tumkur,Tiptur,436,436,0%,0.00%
Karnataka,Tumkur,Tumkur,2653,4068,-34.78%,0.02%
Karnataka,Udupi,Kundapura,1827,2164,-15.57%,0.01%
Karnataka,Udupi,Udupi,14222,11492,23.76%,0.10%
Kerala,Alappuzha,Alappuzha,23828.2,23520.5,1.31%,1.73%
Kerala,Alappuzha,Aroor,377.97,298.4,26.67%,0.03%
Kerala,Alappuzha,Chanthroor,165.04,208.6,-20.88%,0.01%
Kerala,Alappuzha,Chengannur,6960.24,6750.64,3.10%,0.51%
Kerala,Alappuzha,Cherthala,9005.35,9435.35,-4.56%,0.65%
Kerala,Alappuzha,Harippad,6652.21,8915.41,-25.39%,0.48%
Kerala,Alappuzha,Kayamkulam,24305.5,23045.5,5.47%,1.77%
Kerala,Alappuzha,Madhavapuram,97134,97084,0.05%,7.06%
Kerala,Alappuzha,Mannar,2923.35,2865.4,2.02%,0.21%
Kerala,Alleppey,Kayamkulam(Alleppey),30,120,-75.00%,0.00%
Kerala,Ernakulam,Aluva,63641,54438,16.91%,4.63%
Kerala,Ernakulam,Angamaly,7374.75,7444.25,-0.93%,0.54%
Kerala,Ernakulam,Ernakulam,32307.88,32475.76,-0.52%,2.35%
Kerala,Ernakulam,Kothamangalam,13415.8,12619.3,6.31%,0.98%
Kerala,Ernakulam,Moovattupuzha,7301.15,7001.35,4.28%,0.53%
Kerala,Ernakulam,Perumbavoor,19401.8,17971.4,7.96%,1.41%
Kerala,Ernakulam,Piravam,569.58,477.28,19.34%,0.04%
Kerala,Ernakulam,Thrippunithura,28370.14,28031.14,1.21%,2.06%
Kerala,Idukki,Kattappana,4214.5,3116.5,35.23%,0.31%
Kerala,Idukki,Munnar,2661.6,2554,4.21%,0.19%
Kerala,Idukki,Nedumkandam,1322.4,1314.9,0.57%,0.10%
Kerala,Idukki,Thodupuzha,108100.1,94598.1,14.27%,7.86%
Kerala,Idukki,Vandiperiyar,32381.34,26724.65,21.17%,2.35%
Kerala,Kannur,Irikkur,17.1,17.1,0%,0.00%
Kerala,Kannur,Kannur,85260,83538,2.06%,6.20%
Kerala,Kasargod,Kanjangadu,5445.04,5090.64,6.96%,0.40%
Kerala,Kasargod,Neeleswaram,1971.5,1742.6,13.14%,0.14%
Kerala,Kollam,Anchal,4696.62,4700.92,-0.09%,0.34%
Kerala,Kollam,Chathanoor,840.91,800.68,5.02%,0.06%
Kerala,Kollam,Kollam,8647.65,9051.75,-4.46%,0.63%
Kerala,Kollam,Kottarakkara,847.43,912.21,-7.10%,0.06%
Kerala,Kollam,Punalur,1011.2,1225.2,-17.47%,0.07%
Kerala,Kollam,Sasthamkotta,1352.67,1449.57,-6.68%,0.10%
Kerala,Kottayam,Athirampuzha,3727.34,3461.99,7.66%,0.27%
Kerala,Kottayam,Ettumanoor,7354.5,6987,5.26%,0.53%
Kerala,Kottayam,Kanjirappally,2613.25,2372.4,10.15%,0.19%
Kerala,Kottayam,Kottayam,13031.1,12807.5,1.75%,0.95%
Kerala,Kottayam,Kuruppanthura,8688.45,8779.45,-1.04%,0.63%
Kerala,Kottayam,Pala,13205.75,11545.05,14.38%,0.96%
Kerala,Kottayam,Pampady,4164.15,3683.65,13.04%,0.30%
Kerala,Kottayam,Thalayolaparambu,1970.58,1754.03,12.35%,0.14%
Kerala,Kozhikode(Calicut),Kallachi,997.36,1001.36,-0.40%,0.07%
Kerala,Kozhikode(Calicut),Mukkom,105412.56,105451.65,-0.04%,7.66%
Kerala,Kozhikode(Calicut),Palayam,165471,153251,7.97%,12.03%
Kerala,Kozhikode(Calicut),Perambra,1853.5,1868.7,-0.81%,0.13%
Kerala,Kozhikode(Calicut),Quilandy,2353.23,2349.78,0.15%,0.17%
Kerala,Kozhikode(Calicut),Thamarassery,2299.98,2356.23,-2.39%,0.17%
Kerala,Kozhikode(Calicut),Vengeri(Kozhikode),1475.52,1231.66,19.80%,0.11%
Kerala,Malappuram,Kondotty,54455.33,49575.83,9.84%,3.96%
Kerala,Malappuram,Kottakkal,8650.9,7857.05,10.10%,0.63%
Kerala,Malappuram,Manjeri,26127.8,24407.6,7.05%,1.90%
Kerala,Malappuram,Parappanangadi,3740,3498.07,6.92%,0.27%
Kerala,Malappuram,Perinthalmanna,10078.13,9492.56,6.17%,0.73%
Kerala,Malappuram,Thirurrangadi,4019.63,3642.17,10.36%,0.29%
Kerala,Palakad,Koduvayoor,23389.39,9931.84,135.50%,1.70%
Kerala,Palakad,Kollengode,8977.5,4267.63,110.36%,0.65%
Kerala,Palakad,Palakkad,43849.5,43686.5,0.37%,3.19%
Kerala,Palakad,Pattambi,9835.65,9681.45,1.59%,0.71%
Kerala,Palakad,vadakarapathy,2546.1,2569.1,-0.90%,0.19%
Kerala,Palakad,Vadakkenchery,5359.78,5483.61,-2.26%,0.39%
Kerala,Thirssur,Chalakudy,1750.98,1796.43,-2.53%,0.13%
Kerala,Thirssur,Chavakkad,1384.57,1247.32,11.00%,0.10%
Kerala,Thirssur,Chelakkara,2221.8,2191.77,1.37%,0.16%
Kerala,Thirssur,Irinjalakkuda,503.72,688.92,-26.88%,0.04%
Kerala,Thirssur,Kodumgalloor,4335,7170,-39.54%,0.32%
Kerala,Thirssur,Kodungalloor,58113,52982,9.68%,4.22%
Kerala,Thirssur,Thrissur,46630,48215,-3.29%,3.39%
Kerala,Thirssur,Wadakkanchery,1752.85,1560.9,12.30%,0.13%
Kerala,Thiruvananthapuram,Anyara(EEC),5.8,5.8,0%,0.00%
Kerala,Thiruvananthapuram,Aralamoodu,2769.7,2610,6.12%,0.20%
Kerala,Thiruvananthapuram,Chala,26680,21373,24.83%,1.94%
Kerala,Thiruvananthapuram,Kattakada,0,6,0%,0%
Kerala,Thiruvananthapuram,Nedumangadu,137.6,137.6,0%,0.01%
Kerala,Thiruvananthapuram,Neyyatinkara,0.52,0.52,0%,0.00%
Kerala,Thiruvananthapuram,Parassala,76506.5,76569.75,-0.08%,5.56%
Kerala,Thiruvananthapuram,Pothencode,12090,3026.6,299.46%,0.88%
Kerala,Thiruvananthapuram,Thiruvananthapuram,1191,2406,-50.50%,0.09%
Kerala,Thiruvananthapuram,Vamanapuram,1573.59,1544.18,1.90%,0.11%
Madhya Pradesh,Alirajpur,Alirajpur(F&V),310.85,274.79,13.12%,0.00%
Madhya Pradesh,Anupur,Anuppur,144.9,144.9,0%,0.00%
Madhya Pradesh,Badwani,Anjad,91618.27,91618.27,0%,0.62%
Madhya Pradesh,Badwani,Badwani,7237.5,7237.5,0%,0.05%
Madhya Pradesh,Badwani,Sendhwa,2725.68,2595.13,5.03%,0.02%
Madhya Pradesh,Betul,Betul,11839.75,11839.75,0%,0.08%
Madhya Pradesh,Betul,Multai,6612.95,6544.68,1.04%,0.04%
Madhya Pradesh,Bhopal,Bhopal(F&V),284347.49,261378.49,8.79%,1.92%
Madhya Pradesh,Burhanpur,Burhanpur,2150.61,2150.61,0%,0.01%
Madhya Pradesh,Burhanpur,Burhanpur(F&V),7745.38,7745.38,0%,0.05%
Madhya Pradesh,Chhatarpur,Chhatarpur,90.8,90.8,0%,0.00%
Madhya Pradesh,Chhindwara,Chhindwara,223.2,326.1,-31.55%,0.00%
Madhya Pradesh,Chhindwara,Chhindwara(F&V),20969.03,20416.13,2.71%,0.14%
Madhya Pradesh,Chhindwara,Pandhurna,16,16,0%,0.00%
Madhya Pradesh,Damoh,Damoh,385.7,395.7,-2.53%,0.00%
Madhya Pradesh,Damoh,Damoh(F&V),27587.3,27088.3,1.84%,0.19%
Madhya Pradesh,Datia,Datia,5.9,6,-1.67%,0.00%
Madhya Pradesh,Dewas,Dewas,1655.8,2283.3,-27.48%,0.01%
Madhya Pradesh,Dewas,Dewas(F&V),63041.44,62291.14,1.20%,0.42%
Madhya Pradesh,Dewas,Haatpipliya,7381.12,7384.45,-0.05%,0.05%
Madhya Pradesh,Dewas,Sonkatch,18555,4607,302.76%,0.13%
Madhya Pradesh,Dhar,Badnawar(F&V),673596.69,501079.17,34.43%,4.54%
Madhya Pradesh,Dhar,Dhamnod,10769.32,9900.62,8.77%,0.07%
Madhya Pradesh,Dhar,Dhar,1.2,1.2,0%,0.00%
Madhya Pradesh,Dhar,Dhar(F&V),36976.16,36940.36,0.10%,0.25%
Madhya Pradesh,Dhar,Kukshi,1819.64,1247.49,45.86%,0.01%
Madhya Pradesh,Dhar,Manawar,908.05,611.55,48.48%,0.01%
Madhya Pradesh,Dhar,Rajgarh,592558.2,590401.77,0.37%,3.99%
Madhya Pradesh,Guna,Guna,25.4,25.4,0%,0.00%
Madhya Pradesh,Guna,Guna(F&V),326.5,282.9,15.41%,0.00%
Madhya Pradesh,Gwalior,Lashkar,39869.5,50152.4,-20.50%,0.27%
Madhya Pradesh,Gwalior,Lashkar(F&V),114328.25,100254.2,14.04%,0.77%
Madhya Pradesh,Harda,Harda,269.5,399.2,-32.49%,0.00%
Madhya Pradesh,Harda,Harda(F&V),2854.12,2515.62,13.46%,0.02%
Madhya Pradesh,Harda,Sirali,12.27,12.27,0%,0.00%
Madhya Pradesh,Harda,Timarni,197.33,177.82,10.97%,0.00%
Madhya Pradesh,Hoshangabad,Hoshangabad,2356.9,1546.7,52.38%,0.02%
Madhya Pradesh,Hoshangabad,Itarsi,1436.92,1242.03,15.69%,0.01%
Madhya Pradesh,Hoshangabad,Pipariya,3818.47,2951.87,29.36%,0.03%
Madhya Pradesh,Indore,Gautampura,94120.11,79179,18.87%,0.63%
Madhya Pradesh,Indore,Indore,198281.81,198281.81,0%,1.34%
Madhya Pradesh,Indore,Indore(F&V),4546871.34,3881942.84,17.13%,30.64%
Madhya Pradesh,Indore,Mhow,27011.7,26359.3,2.48%,0.18%
Madhya Pradesh,Indore,Sanwer,14732.35,14645.07,0.60%,0.10%
Madhya Pradesh,Jabalpur,Jabalpur,21932.7,31828.3,-31.09%,0.15%
Madhya Pradesh,Jabalpur,Jabalpur(F&V),88135.4,69363.7,27.06%,0.59%
Madhya Pradesh,Jhabua,Jhabua,663.52,663.52,0%,0.00%
Madhya Pradesh,Jhabua,Petlawad,19144.95,19049.66,0.50%,0.13%
Madhya Pradesh,Jhabua,Thandla,3959.81,3532.27,12.10%,0.03%
Madhya Pradesh,Katni,Katni,3032,3032,0%,0.02%
Madhya Pradesh,Katni,Katni(F&V),1443.17,583,147.54%,0.01%
Madhya Pradesh,Khandwa,Khandwa,30027.6,47972.14,-37.41%,0.20%
Madhya Pradesh,Khandwa,Khandwa(F&V),234264.01,210777.81,11.14%,1.58%
Madhya Pradesh,Khandwa,Pandhana(F&V),20831.8,20831.8,0%,0.14%
Madhya Pradesh,Khargone,Badwaha,702.4,404.35,73.71%,0.00%
Madhya Pradesh,Khargone,Khargone,4102.7,3301.2,24.28%,0.03%
